MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Land.Contour,Lot.Config,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Bsmt.Full.Bath,Full.Bath,Half.Bath,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Misc.Feature,Sale.Type,Sale.Condition,SalePrice
RL,75,9937,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,NA,0,3,CBlock,3,3,1,4,830,1256,GasA,3,1,4,1256,0,1256,1,1,1,2,6,Typ,0,0,Attchd,3,1,276,3,3,Y,736,68,NA,WD ,Normal,147500
RL,57,21872,Pave,NA,HLS,FR2,Gilbert,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,HdBoard,HdBoard,NA,0,2,PConc,4,3,4,6,604,729,GasA,4,1,4,729,717,1446,0,2,1,2,6,Typ,1,3,Attchd,1,2,406,3,3,Y,264,22,NA,WD ,Normal,175000
RL,120,15611,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,3,1,0,1079,GasA,4,1,4,1079,840,1919,0,2,1,3,8,Typ,1,4,Attchd,2,2,685,4,3,Y,0,51,NA,New,Partial,233230
RL,43,12118,Pave,NA,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,7,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108,3,PConc,5,3,2,1,0,1710,GasA,4,1,4,1710,0,1710,0,2,0,3,7,Typ,1,4,Attchd,3,2,550,3,3,Y,100,48,NA,WD ,Normal,240000
RL,60,7200,Pave,NA,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,3,3,777,894,GasA,2,1,4,894,0,894,0,1,0,2,6,Typ,0,0,Detchd,2,2,600,3,3,Y,215,0,NA,WD ,Normal,123000
RL,105,15578,Pave,NA,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,728,GasA,3,1,4,728,728,1456,0,2,1,2,8,Typ,0,0,Attchd,2,2,429,3,3,Y,0,0,NA,New,Partial,172785
RL,80,9600,Pave,NA,Lvl,Corner,Nonemes,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132,2,CBlock,3,3,1,5,991,1041,GasA,4,1,4,1041,0,1041,1,1,0,2,6,Typ,0,0,Attchd,2,1,270,3,3,Y,224,88,NA,WD ,Normal,124500
RM,21,1470,Pave,NA,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,NA,0,2,CBlock,4,3,3,6,522,630,GasA,2,1,4,630,0,630,1,1,0,2,3,Typ,0,0,NA,0,0,0,0,0,Y,0,0,NA,WD ,Normal,73000
RL,65,8125,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258,2,PConc,4,3,1,6,1138,1408,GasA,4,1,4,1679,0,1679,1,2,0,3,7,Typ,1,2,Attchd,2,2,575,3,3,Y,224,42,NA,WD ,Normal,193500
RL,94,25286,Pave,NA,HLS,Inside,Mitchel,Norm,Norm,1Fam,1Story,4,1963,1963,Gable,CompShg,HdBoard,Plywood,NA,0,2,PConc,3,3,4,5,633,1064,GasA,3,1,4,1040,0,1040,1,1,0,2,5,Typ,0,0,Attchd,1,2,648,3,3,Y,0,0,NA,WD ,Normal,132250
RM,0,5775,Pave,NA,Bnk,Corner,OldTown,Feedr,Norm,1Fam,2Story,6,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,483,GasA,4,1,4,741,686,1427,0,1,0,3,7,Typ,0,0,Attchd,1,1,379,3,3,Y,0,24,NA,WD ,Normal,123000
RL,85,14536,Pave,NA,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,8,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236,3,PConc,4,3,3,6,1300,1616,GasA,4,1,4,1629,0,1629,1,2,0,3,9,Typ,1,4,Attchd,3,3,808,3,3,Y,0,252,NA,WD ,Normal,270000
RL,102,15863,Pave,NA,Lvl,Corner,SWISU,Norm,Norm,1Fam,2.5Fin,7,1920,1970,Gable,CompShg,Wd Sdng,Plywood,NA,0,2,BrkTil,3,3,1,6,523,824,GasA,4,1,4,1687,998,3082,1,2,1,2,12,Typ,2,3,Basment,3,2,672,3,3,Y,136,63,NA,WD ,Normal,197000
RM,87,18386,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,2.5Fin,7,1880,2002,Gable,CompShg,CemntBd,CmentBd,NA,0,2,BrkTil,3,3,1,1,0,1470,GasA,4,1,4,1675,1818,3493,0,3,0,3,10,Typ,1,5,Attchd,1,3,870,3,3,Y,302,0,NA,WD ,Normal,295000
RM,60,6155,Pave,NA,Lvl,FR3,BrkSide,RRNn,Feedr,1Fam,2Story,6,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,2,2,2,1,0,611,GasA,4,1,4,751,611,1362,0,2,0,2,6,Typ,0,0,Detchd,3,2,502,3,2,Y,0,0,NA,WD ,Normal,128000
RL,80,10480,Pave,NA,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660,2,CBlock,3,3,1,5,403,803,GasA,2,1,4,1098,866,1964,0,2,1,2,8,Typ,1,4,Attchd,2,2,483,3,3,Y,0,69,NA,WD ,Normal,205000
RL,0,7791,Pave,NA,Lvl,Inside,Sawyer,RRAe,Norm,1Fam,1Story,5,1963,1995,Gable,CompShg,Plywood,Plywood,NA,0,3,CBlock,3,3,1,5,624,912,GasA,4,1,4,912,0,912,1,1,0,3,6,Typ,0,0,Attchd,2,1,300,3,3,Y,0,0,NA,WD ,Normal,129000
RM,60,6978,Pave,NA,Bnk,Inside,OldTown,Artery,Norm,1Fam,1Story,5,1926,1980,Gable,CompShg,MetalSd,MetalSd,NA,0,3,BrkTil,3,3,1,1,0,850,GasA,2,1,4,960,0,960,0,1,0,2,5,Typ,0,0,Detchd,2,2,576,3,3,Y,0,0,NA,WD ,Normal,103000
RL,100,9600,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,SLvl,6,1961,1961,Hip,CompShg,WdShing,Wd Shng,BrkFace,291,2,CBlock,3,3,3,5,600,1218,GasA,2,1,4,1254,0,1254,1,1,0,2,6,Typ,1,4,Attchd,2,2,525,3,3,Y,0,0,NA,WD ,Normal,158500
RL,60,10284,Pave,NA,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,4,1925,1993,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,2,5,1030,1151,GasA,4,1,4,845,436,1281,1,2,0,2,6,Mod,0,0,Detchd,1,2,580,3,3,Y,0,0,NA,WD ,Abnorml,128500
RL,0,10464,Pave,NA,Lvl,FR3,NWAmes,Norm,Norm,1Fam,SFoyer,6,1980,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,2,CBlock,4,3,3,6,850,988,GasA,2,1,4,1102,0,1102,1,1,0,2,5,Typ,1,3,Attchd,2,2,582,3,3,Y,140,22,NA,WD ,Normal,169000
FV,75,7862,Pave,NA,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,6,27,1218,GasA,4,1,4,1218,0,1218,0,2,0,3,4,Typ,0,0,Attchd,3,2,676,3,3,Y,0,102,NA,New,Partial,208300
RL,0,7340,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,1,5,322,858,GasA,2,1,4,858,0,858,0,1,0,2,4,Typ,0,0,Detchd,1,1,684,3,3,Y,0,0,NA,WD ,Normal,110000
RL,80,16560,Pave,NA,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,4,3,1,3,503,952,GasA,2,1,4,1170,1175,2345,0,2,1,2,9,Typ,1,4,Detchd,1,2,360,3,3,Y,0,0,NA,WD ,Normal,239000
RL,60,6600,Pave,NA,Lvl,Inside,Nonemes,PosN,Norm,1Fam,1Story,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,5,110,864,GasA,3,1,4,864,0,864,0,1,0,2,5,Typ,0,0,Detchd,1,1,294,3,3,Y,58,0,NA,WD ,Normal,125500
RL,121,16059,Pave,NA,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284,3,CBlock,4,3,1,1,0,1288,GasA,4,1,4,1301,1116,2417,0,2,1,3,9,Typ,1,3,Attchd,1,2,462,3,3,Y,127,82,NA,WD ,Normal,260000
RL,60,5400,Pave,NA,HLS,Inside,SWISU,Norm,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,453,864,GasA,2,1,4,864,0,864,0,1,0,2,6,Typ,0,0,Attchd,1,1,399,3,3,Y,0,0,NA,WD ,Normal,118000
RL,75,10125,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,8,2000,2001,Gable,CompShg,CemntBd,CmentBd,NA,0,3,PConc,4,3,1,5,445,1107,GasA,4,1,4,1040,1012,2052,0,2,1,3,7,Typ,1,3,BuiltIn,3,3,642,3,3,Y,210,91,NA,WD ,Normal,251000
RL,80,9024,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,789,GasA,4,1,4,813,702,1515,0,2,1,3,8,Typ,1,4,Attchd,3,2,393,3,3,Y,0,75,NA,WD ,Normal,179000
C (all),66,8712,Grvl,NA,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,4,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0,1,CBlock,3,3,1,1,0,756,GasA,3,1,4,952,0,952,0,1,0,2,5,Typ,0,0,Detchd,2,1,330,3,3,N,0,0,NA,WD ,Alloca,50138
RL,95,12350,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,2009,2009,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,5,3,1,6,986,1365,GasA,4,1,4,1365,1325,2690,1,2,1,4,8,Typ,1,4,Attchd,2,3,864,3,3,Y,0,197,NA,New,Partial,398800
RL,0,3621,Pave,NA,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72,3,PConc,4,3,4,6,1084,1406,GasA,4,1,4,1589,0,1589,1,2,0,3,7,Typ,1,3,Attchd,3,3,630,3,3,Y,143,20,NA,WD ,Normal,226500
RL,0,8050,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150,2,CBlock,3,3,1,4,856,1143,GasA,2,1,4,1143,0,1143,1,1,0,2,6,Typ,0,0,Attchd,2,1,308,3,3,Y,0,0,NA,WD ,Normal,136000
RL,67,5142,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,1923,2008,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,PConc,3,3,1,5,224,949,GasA,2,1,4,949,343,1292,0,1,1,3,6,Typ,0,0,Detchd,1,1,205,3,3,N,0,0,NA,WD ,Normal,108000
RL,80,10400,Pave,NA,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189,2,CBlock,4,3,1,1,0,1090,GasA,2,1,4,1370,0,1370,0,2,0,2,6,Typ,1,3,Attchd,2,2,479,3,3,Y,0,0,NA,WD ,Family,152000
RL,73,8993,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,3,1,0,1302,GasA,4,1,4,1302,0,1302,0,2,0,3,6,Typ,0,0,Attchd,3,2,436,3,3,Y,0,22,NA,New,Partial,176485
RL,58,9280,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,2,3,1,5,557,1342,GasA,4,1,4,1342,0,1342,1,1,0,2,7,Typ,0,0,Detchd,1,1,256,3,3,Y,0,0,NA,WD ,Normal,125000
RL,91,11778,Pave,NA,Lvl,Inside,CollgCr,PosN,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402,4,PConc,5,3,3,6,1153,1751,GasA,4,1,4,1766,0,1766,1,2,1,4,8,Typ,2,4,Attchd,3,3,874,3,3,Y,216,36,NA,New,Partial,395039
RL,64,7018,Pave,NA,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,NA,0,2,Slab,0,0,0,0,0,0,GasA,2,1,4,1535,0,1535,0,2,0,2,8,Typ,0,0,Attchd,1,2,410,3,3,Y,0,0,NA,WD ,Alloca,118964
RL,78,11700,Pave,NA,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,1Story,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41,2,CBlock,3,3,1,1,0,912,GasA,4,1,4,1152,0,1152,1,1,1,2,7,Typ,0,0,Attchd,2,2,412,3,3,Y,0,126,NA,CWD,Normal,143450
RL,75,7500,Pave,NA,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,3,3,1,5,824,1040,GasA,1,1,4,1040,0,1040,1,1,1,2,5,Typ,0,0,Attchd,3,1,308,3,3,Y,0,0,NA,WD ,Normal,133000
RM,21,1477,Pave,NA,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,NA,0,2,CBlock,4,3,3,6,509,630,GasA,2,1,4,630,0,630,1,1,0,2,3,Typ,0,0,Attchd,1,1,286,3,3,Y,0,0,NA,WD ,Normal,80000
FV,72,8640,Pave,NA,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,6,24,1278,GasA,4,1,4,1278,0,1278,0,2,0,3,5,Typ,0,0,Attchd,2,2,584,3,3,Y,0,60,NA,New,Partial,198600
RL,80,8000,Pave,NA,Lvl,Corner,Nonemes,Artery,Norm,Duplex,1Story,5,1961,1961,Gable,CompShg,BrkFace,BrkFace,NA,0,2,CBlock,3,3,1,1,0,1800,GasA,4,0,4,1800,0,1800,0,2,0,2,10,Typ,0,0,NA,0,0,0,0,0,Y,0,0,NA,WD ,Normal,141000
RL,61,7259,Pave,NA,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,5,774,1028,GasA,4,1,4,1436,884,2320,1,2,1,3,9,Typ,1,3,Detchd,1,1,180,3,3,Y,224,0,NA,WD ,Normal,259500
RL,80,10800,Pave,NA,Lvl,Inside,Nonemes,PosA,Norm,1Fam,1Story,6,1961,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,2,CBlock,3,3,1,3,913,1313,GasA,2,1,4,1773,0,1773,1,2,0,2,6,Min2,2,3,Attchd,2,2,418,3,3,Y,355,98,NA,WD ,Normal,183000
RL,110,14230,Pave,NA,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640,3,PConc,4,3,1,1,0,1566,GasA,4,1,4,1600,0,1600,0,2,0,3,7,Typ,1,4,Attchd,2,3,890,3,3,Y,0,56,NA,WD ,Normal,256300
RL,67,8777,Pave,NA,Lvl,Inside,Edwards,Feedr,Norm,Duplex,1.5Fin,5,1900,2003,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,5,1084,1272,GasA,3,1,4,1272,928,2200,2,2,2,2,9,Typ,0,0,NA,0,0,0,0,0,N,0,70,NA,WD ,Normal,145900
RL,93,18265,Pave,NA,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,6,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228,3,CBlock,4,4,3,6,920,1256,GasA,4,1,4,1256,0,1256,0,2,0,3,6,Typ,1,2,Attchd,1,2,578,3,3,Y,282,0,NA,WD ,Normal,180000
RL,75,8778,Pave,NA,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,1302,GasA,4,1,4,1302,528,1830,0,2,1,3,7,Typ,0,0,BuiltIn,2,3,859,3,3,Y,0,40,NA,WD ,Normal,221300
RL,68,9543,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,845,GasA,4,1,4,845,845,1690,0,2,1,3,7,Typ,0,0,Attchd,2,2,517,3,3,Y,0,103,NA,WD ,Normal,190550
RL,0,3196,Pave,NA,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,3,PConc,4,3,4,1,0,1273,GasA,4,1,4,1456,0,1456,0,2,0,3,7,Typ,1,3,Attchd,3,2,400,3,3,Y,143,20,NA,WD ,Normal,215000
RL,50,8012,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,1993,1994,Gable,CompShg,Plywood,Plywood,NA,0,3,PConc,4,3,1,2,165,1604,GasA,4,1,4,1617,0,1617,1,2,0,3,5,Typ,1,2,Attchd,2,2,533,3,3,Y,0,69,NA,WD ,Normal,193000
RL,80,14680,Pave,Grvl,HLS,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,793,1273,GasA,4,1,4,1273,0,1273,0,1,0,2,5,Typ,0,0,Attchd,1,1,307,3,3,Y,483,0,NA,WD ,Normal,155000
RM,60,4800,Pave,NA,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,2,3,1,1,0,672,GasA,2,1,4,672,0,672,0,1,0,2,4,Typ,0,0,Detchd,1,1,256,3,3,Y,0,0,NA,WD ,Normal,64000
RL,45,6264,Pave,NA,Lvl,Corner,StoneBr,Norm,Norm,1Fam,1Story,8,1997,1997,Gable,CompShg,CemntBd,CmentBd,NA,0,3,PConc,5,3,2,6,656,1664,GasA,4,1,4,1682,0,1682,1,1,1,3,6,Min1,1,3,Attchd,3,2,528,3,3,Y,0,0,NA,WD ,Normal,247900
FV,95,11639,Pave,NA,Lvl,Corner,Somerst,Norm,Norm,1Fam,1Story,7,2007,2008,Gable,CompShg,CemntBd,CmentBd,NA,0,3,PConc,4,3,1,1,0,1428,GasA,4,1,4,1428,0,1428,0,2,0,3,6,Typ,0,0,Attchd,3,2,480,3,3,Y,0,120,NA,New,Partial,182000
RL,80,12435,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172,3,PConc,4,3,1,6,361,963,GasA,4,1,4,963,829,1792,0,2,1,3,7,Typ,1,3,Attchd,2,2,564,3,3,Y,0,96,NA,WD ,Normal,231500
RL,75,12000,Pave,NA,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,275,704,GasA,4,1,4,860,704,1564,0,1,1,1,7,Typ,1,4,Attchd,1,1,234,3,3,Y,0,0,NA,WD ,Normal,174500
RL,124,11512,Pave,NA,Lvl,Corner,Edwards,Norm,Norm,1Fam,SLvl,6,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84,2,CBlock,3,3,3,5,719,1019,GasA,3,1,4,1357,0,1357,1,1,0,4,5,Typ,1,4,Basment,2,1,312,3,3,Y,0,0,NA,WD ,Normal,177000
RL,80,9600,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176,2,CBlock,3,3,1,4,368,1078,GasA,4,1,4,1150,0,1150,1,1,0,2,6,Typ,0,0,Attchd,3,1,288,3,3,Y,0,0,NA,WD ,Normal,144000
RL,0,11088,Pave,NA,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,2002,2002,Hip,CompShg,Stucco,Stucco,NA,0,3,PConc,4,3,1,6,872,1348,GasA,4,1,4,1358,0,1358,1,1,1,3,5,Typ,1,3,Attchd,1,2,418,3,3,Y,68,166,NA,WD ,Normal,220000
RL,70,11767,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,2,3,2,3,1078,1078,GasA,2,1,3,1368,0,1368,1,1,0,2,6,Min1,0,0,Attchd,2,1,195,3,3,Y,0,41,Shed,WD ,Normal,120000
RL,76,8314,Pave,NA,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,5,1982,1982,Gable,CompShg,HdBoard,ImStucc,NA,0,2,CBlock,3,3,4,5,546,816,GasA,2,1,4,816,0,816,0,1,0,2,5,Typ,0,0,Attchd,1,1,264,3,3,Y,168,0,NA,WD ,Normal,124500
RL,54,13811,Pave,NA,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72,2,CBlock,4,4,1,6,980,1112,GasA,3,1,4,1137,0,1137,1,2,0,3,5,Typ,1,3,Attchd,1,2,551,3,3,Y,125,0,NA,WD ,Normal,176000
RL,105,15431,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400,4,PConc,5,3,4,6,1430,1994,GasA,4,1,4,2046,0,2046,1,2,1,4,7,Typ,2,4,Attchd,3,3,878,3,3,Y,188,65,NA,WD ,Normal,450000
RL,85,10200,Pave,NA,Lvl,Inside,Timber,Norm,Norm,1Fam,SLvl,6,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219,3,CBlock,4,3,3,6,783,1461,GasA,4,1,4,1509,0,1509,1,2,0,3,5,Typ,1,2,Attchd,2,2,600,3,3,Y,224,0,NA,WD ,Abnorml,175000
RM,90,7407,Pave,NA,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,6,1957,1996,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,6,600,912,GasA,2,1,3,1236,0,1236,1,1,0,2,6,Typ,0,0,Attchd,1,2,923,3,3,Y,0,158,NA,WD ,Normal,149700
RL,80,10032,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1959,1959,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432,2,CBlock,3,3,1,3,734,1244,GasA,4,1,4,1580,0,1580,1,1,1,2,6,Typ,2,4,Attchd,1,2,440,3,3,Y,0,28,NA,WD ,Normal,159500
RL,68,8814,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180,3,PConc,4,3,1,6,1334,1604,GasA,4,1,4,1604,0,1604,1,2,1,3,8,Typ,1,4,Attchd,2,2,660,3,3,Y,123,110,NA,WD ,Abnorml,220000
RL,60,7200,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,4,1972,2006,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,3,3,1,3,385,385,GasA,3,1,4,875,0,875,0,1,0,3,5,Typ,0,0,Detchd,1,2,728,3,3,Y,352,0,NA,WD ,Normal,117000
RL,85,13770,Pave,NA,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,5,1958,1998,Gable,CompShg,Plywood,Plywood,BrkFace,340,2,CBlock,3,3,2,3,190,1158,GasA,2,1,4,1176,0,1176,1,1,0,2,6,Typ,2,4,Attchd,1,1,303,3,3,Y,0,0,NA,VWD,Normal,137000
RL,0,23730,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,7,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668,3,PConc,5,3,2,6,700,1840,GasA,4,1,4,2032,0,2032,1,3,0,3,7,Typ,0,0,Attchd,3,3,786,3,3,Y,0,46,NA,WD ,Normal,300000
RL,0,8723,Pave,NA,Lvl,Inside,NWAmes,PosN,Norm,1Fam,SFoyer,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,NA,0,2,PConc,4,3,3,4,973,973,GasA,4,1,4,1082,0,1082,1,1,0,2,6,Typ,0,0,Attchd,1,2,480,3,3,Y,160,0,NA,WD ,Normal,162500
RM,50,6900,Pave,NA,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,6,1938,2000,Gable,CompShg,MetalSd,MetalSd,NA,0,2,PConc,4,3,1,1,0,827,GasA,3,1,4,827,424,1251,0,1,0,1,6,Typ,0,0,Detchd,1,1,240,2,3,N,0,0,NA,WD ,Normal,119000
RM,50,10300,Pave,NA,Bnk,Inside,OldTown,RRAn,Feedr,1Fam,2Story,7,1921,1950,Gable,CompShg,Stucco,Stucco,NA,0,2,BrkTil,3,3,1,1,0,576,GasA,3,1,4,902,808,1710,0,2,0,2,9,Typ,0,0,Detchd,1,2,480,3,3,Y,12,11,NA,WD ,Normal,140000
RL,95,12182,Pave,NA,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226,3,PConc,4,3,2,4,1201,1541,GasA,4,1,4,1541,0,1541,0,2,0,3,7,Typ,1,4,Attchd,2,2,532,3,3,Y,0,70,NA,New,Partial,220000
RL,78,10140,Pave,NA,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,2,CBlock,3,3,1,5,663,1040,GasA,1,1,4,1309,0,1309,1,1,1,3,5,Typ,1,2,Attchd,2,2,484,3,3,Y,265,0,NA,WD ,Normal,181000
